"Titre de tracé : 21745242"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 21745242, SEN S/N: 21745242, LBL: Petite Balme 2)","Fin de fichier (LGR S/N: 21745242)"
628,12/28/23 06:00:00 PM,1.548,
629,12/28/23 08:00:00 PM,1.548,
630,12/28/23 10:00:00 PM,1.548,
631,12/29/23 12:00:00 AM,1.548,
632,12/29/23 02:00:00 AM,1.548,
633,12/29/23 04:00:00 AM,1.548,
634,12/29/23 06:00:00 AM,1.548,
635,12/29/23 08:00:00 AM,1.548,
636,12/29/23 10:00:00 AM,1.548,
637,12/29/23 12:00:00 PM,1.548,
638,12/29/23 02:00:00 PM,1.548,
639,12/29/23 04:00:00 PM,1.548,
640,12/29/23 06:00:00 PM,1.548,
641,12/29/23 08:00:00 PM,1.548,
642,12/29/23 10:00:00 PM,1.548,
643,12/30/23 12:00:00 AM,1.548,
644,12/30/23 02:00:00 AM,1.548,
645,12/30/23 04:00:00 AM,1.548,
646,12/30/23 06:00:00 AM,1.548,
647,12/30/23 08:00:00 AM,1.548,
648,12/30/23 10:00:00 AM,1.548,
649,12/30/23 12:00:00 PM,1.548,
650,12/30/23 02:00:00 PM,1.548,
651,12/30/23 04:00:00 PM,1.548,
652,12/30/23 06:00:00 PM,1.548,
653,12/30/23 08:00:00 PM,1.548,
654,12/30/23 10:00:00 PM,1.548,
655,12/31/23 12:00:00 AM,1.548,
656,12/31/23 02:00:00 AM,1.548,
657,12/31/23 04:00:00 AM,1.548,
658,12/31/23 06:00:00 AM,1.548,
659,12/31/23 08:00:00 AM,1.548,
660,12/31/23 10:00:00 AM,1.548,
661,12/31/23 12:00:00 PM,1.548,
662,12/31/23 02:00:00 PM,1.548,
663,12/31/23 04:00:00 PM,1.548,
664,12/31/23 06:00:00 PM,1.548,
665,12/31/23 08:00:00 PM,1.548,
666,12/31/23 10:00:00 PM,1.548,
667,01/01/24 12:00:00 AM,1.548,
668,01/01/24 02:00:00 AM,1.548,
669,01/01/24 04:00:00 AM,1.548,
670,01/01/24 06:00:00 AM,1.548,
671,01/01/24 08:00:00 AM,1.548,
672,01/01/24 10:00:00 AM,1.548,
673,01/01/24 12:00:00 PM,1.548,
674,01/01/24 02:00:00 PM,1.548,
675,01/01/24 04:00:00 PM,1.548,
676,01/01/24 06:00:00 PM,1.548,
677,01/01/24 08:00:00 PM,1.548,
678,01/01/24 10:00:00 PM,1.548,
679,01/02/24 12:00:00 AM,1.548,
680,01/02/24 02:00:00 AM,1.548,
681,01/02/24 04:00:00 AM,1.548,
682,01/02/24 06:00:00 AM,1.548,
683,01/02/24 08:00:00 AM,1.548,
684,01/02/24 10:00:00 AM,1.548,
685,01/02/24 12:00:00 PM,1.548,
686,01/02/24 02:00:00 PM,1.548,
687,01/02/24 04:00:00 PM,1.548,
688,01/02/24 06:00:00 PM,1.548,
689,01/02/24 08:00:00 PM,1.548,
690,01/02/24 10:00:00 PM,1.548,
691,01/03/24 12:00:00 AM,1.548,
692,01/03/24 02:00:00 AM,1.548,
693,01/03/24 04:00:00 AM,1.548,
694,01/03/24 06:00:00 AM,1.548,
695,01/03/24 08:00:00 AM,1.548,
696,01/03/24 10:00:00 AM,1.548,
697,01/03/24 12:00:00 PM,1.548,
698,01/03/24 02:00:00 PM,1.548,
699,01/03/24 04:00:00 PM,1.548,
700,01/03/24 06:00:00 PM,1.548,
701,01/03/24 08:00:00 PM,1.548,
702,01/03/24 10:00:00 PM,1.548,
703,01/04/24 12:00:00 AM,1.548,
704,01/04/24 02:00:00 AM,1.548,
705,01/04/24 04:00:00 AM,1.548,
706,01/04/24 06:00:00 AM,1.548,
707,01/04/24 08:00:00 AM,1.548,
708,01/04/24 10:00:00 AM,1.548,
709,01/04/24 12:00:00 PM,1.548,
710,01/04/24 02:00:00 PM,1.548,
711,01/04/24 04:00:00 PM,1.548,
712,01/04/24 06:00:00 PM,1.548,
713,01/04/24 08:00:00 PM,1.548,
714,01/04/24 10:00:00 PM,1.548,
715,01/05/24 12:00:00 AM,1.548,
716,01/05/24 02:00:00 AM,1.548,
717,01/05/24 04:00:00 AM,1.548,
718,01/05/24 06:00:00 AM,1.548,
719,01/05/24 08:00:00 AM,1.548,
720,01/05/24 10:00:00 AM,1.548,
721,01/05/24 12:00:00 PM,1.548,
722,01/05/24 02:00:00 PM,1.548,
723,01/05/24 04:00:00 PM,1.548,
724,01/05/24 06:00:00 PM,1.548,
725,01/05/24 08:00:00 PM,1.548,
726,01/05/24 10:00:00 PM,1.548,
727,01/06/24 12:00:00 AM,1.548,
728,01/06/24 02:00:00 AM,1.548,
729,01/06/24 04:00:00 AM,1.548,
730,01/06/24 06:00:00 AM,1.548,
731,01/06/24 08:00:00 AM,1.548,
732,01/06/24 10:00:00 AM,1.548,
733,01/06/24 12:00:00 PM,1.548,
734,01/06/24 02:00:00 PM,1.548,
735,01/06/24 04:00:00 PM,1.548,
736,01/06/24 06:00:00 PM,1.548,
737,01/06/24 08:00:00 PM,1.548,
738,01/06/24 10:00:00 PM,1.548,
739,01/07/24 12:00:00 AM,1.548,
740,01/07/24 02:00:00 AM,1.548,
741,01/07/24 04:00:00 AM,1.548,
742,01/07/24 06:00:00 AM,1.548,
743,01/07/24 08:00:00 AM,1.548,
744,01/07/24 10:00:00 AM,1.548,
745,01/07/24 12:00:00 PM,1.548,
746,01/07/24 02:00:00 PM,1.548,
747,01/07/24 04:00:00 PM,1.548,
748,01/07/24 06:00:00 PM,1.548,
749,01/07/24 08:00:00 PM,1.548,
750,01/07/24 10:00:00 PM,1.548,
751,01/08/24 12:00:00 AM,1.548,
752,01/08/24 02:00:00 AM,1.548,
753,01/08/24 04:00:00 AM,1.548,
754,01/08/24 06:00:00 AM,1.548,
755,01/08/24 08:00:00 AM,1.548,
756,01/08/24 10:00:00 AM,1.548,
757,01/08/24 12:00:00 PM,1.548,
758,01/08/24 02:00:00 PM,1.548,
759,01/08/24 04:00:00 PM,1.548,
760,01/08/24 06:00:00 PM,1.548,
761,01/08/24 08:00:00 PM,1.548,
762,01/08/24 10:00:00 PM,1.548,
763,01/09/24 12:00:00 AM,1.548,
764,01/09/24 02:00:00 AM,1.548,
765,01/09/24 04:00:00 AM,1.548,
766,01/09/24 06:00:00 AM,1.548,
767,01/09/24 08:00:00 AM,1.548,
768,01/09/24 10:00:00 AM,1.548,
769,01/09/24 12:00:00 PM,1.548,
770,01/09/24 02:00:00 PM,1.548,
771,01/09/24 04:00:00 PM,1.548,
772,01/09/24 06:00:00 PM,1.548,
773,01/09/24 08:00:00 PM,1.548,
774,01/09/24 10:00:00 PM,1.548,
775,01/10/24 12:00:00 AM,1.548,
776,01/10/24 02:00:00 AM,1.548,
777,01/10/24 04:00:00 AM,1.548,
778,01/10/24 06:00:00 AM,1.548,
779,01/10/24 08:00:00 AM,1.548,
780,01/10/24 10:00:00 AM,1.548,
781,01/10/24 12:00:00 PM,1.548,
782,01/10/24 02:00:00 PM,1.548,
783,01/10/24 04:00:00 PM,1.548,
784,01/10/24 06:00:00 PM,1.548,
785,01/10/24 08:00:00 PM,1.548,
786,01/10/24 10:00:00 PM,1.548,
787,01/11/24 12:00:00 AM,1.548,
788,01/11/24 02:00:00 AM,1.548,
789,01/11/24 04:00:00 AM,1.548,
790,01/11/24 06:00:00 AM,1.548,
791,01/11/24 08:00:00 AM,1.548,
792,01/11/24 10:00:00 AM,1.548,
793,01/11/24 12:00:00 PM,1.548,
794,01/11/24 02:00:00 PM,1.548,
795,01/11/24 04:00:00 PM,1.548,
796,01/11/24 06:00:00 PM,1.548,
797,01/11/24 08:00:00 PM,1.548,
798,01/11/24 10:00:00 PM,1.548,
799,01/12/24 12:00:00 AM,1.548,
800,01/12/24 02:00:00 AM,1.548,
801,01/12/24 04:00:00 AM,1.548,
802,01/12/24 06:00:00 AM,1.548,
803,01/12/24 08:00:00 AM,1.548,
804,01/12/24 10:00:00 AM,1.548,
805,01/12/24 12:00:00 PM,1.548,
806,01/12/24 02:00:00 PM,1.548,
807,01/12/24 04:00:00 PM,1.548,
808,01/12/24 06:00:00 PM,1.548,
809,01/12/24 08:00:00 PM,1.548,
810,01/12/24 10:00:00 PM,1.548,
811,01/13/24 12:00:00 AM,1.548,
812,01/13/24 02:00:00 AM,1.548,
813,01/13/24 04:00:00 AM,1.548,
814,01/13/24 06:00:00 AM,1.548,
815,01/13/24 08:00:00 AM,1.548,
816,01/13/24 10:00:00 AM,1.548,
817,01/13/24 12:00:00 PM,1.548,
818,01/13/24 02:00:00 PM,1.548,
819,01/13/24 04:00:00 PM,1.548,
820,01/13/24 06:00:00 PM,1.548,
821,01/13/24 08:00:00 PM,1.548,
822,01/13/24 10:00:00 PM,1.548,
823,01/14/24 12:00:00 AM,1.548,
824,01/14/24 02:00:00 AM,1.548,
825,01/14/24 04:00:00 AM,1.548,
826,01/14/24 06:00:00 AM,1.548,
827,01/14/24 08:00:00 AM,1.548,
828,01/14/24 10:00:00 AM,1.548,
829,01/14/24 12:00:00 PM,1.548,
830,01/14/24 02:00:00 PM,1.548,
831,01/14/24 04:00:00 PM,1.548,
832,01/14/24 06:00:00 PM,1.548,
833,01/14/24 08:00:00 PM,1.548,
834,01/14/24 10:00:00 PM,1.548,
835,01/15/24 12:00:00 AM,1.548,
836,01/15/24 02:00:00 AM,1.548,
837,01/15/24 04:00:00 AM,1.548,
838,01/15/24 06:00:00 AM,1.548,
839,01/15/24 08:00:00 AM,1.548,
840,01/15/24 10:00:00 AM,1.548,
841,01/15/24 12:00:00 PM,1.548,
842,01/15/24 02:00:00 PM,1.548,
843,01/15/24 04:00:00 PM,1.548,
844,01/15/24 06:00:00 PM,1.548,
845,01/15/24 08:00:00 PM,1.548,
846,01/15/24 10:00:00 PM,1.548,
847,01/16/24 12:00:00 AM,1.548,
848,01/16/24 02:00:00 AM,1.548,
849,01/16/24 04:00:00 AM,1.548,
850,01/16/24 06:00:00 AM,1.548,
851,01/16/24 08:00:00 AM,1.548,
852,01/16/24 10:00:00 AM,1.548,
853,01/16/24 12:00:00 PM,1.548,
854,01/16/24 02:00:00 PM,1.548,
855,01/16/24 04:00:00 PM,1.548,
856,01/16/24 06:00:00 PM,1.548,
857,01/16/24 08:00:00 PM,1.548,
858,01/16/24 10:00:00 PM,1.548,
859,01/17/24 12:00:00 AM,1.548,
860,01/17/24 02:00:00 AM,1.548,
861,01/17/24 04:00:00 AM,1.548,
862,01/17/24 06:00:00 AM,1.548,
863,01/17/24 08:00:00 AM,1.548,
864,01/17/24 10:00:00 AM,1.548,
865,01/17/24 12:00:00 PM,1.548,
866,01/17/24 02:00:00 PM,1.548,
867,01/17/24 04:00:00 PM,1.548,
868,01/17/24 06:00:00 PM,1.548,
869,01/17/24 08:00:00 PM,1.548,
870,01/17/24 10:00:00 PM,1.548,
871,01/18/24 12:00:00 AM,1.548,
872,01/18/24 02:00:00 AM,1.548,
873,01/18/24 04:00:00 AM,1.548,
874,01/18/24 06:00:00 AM,1.548,
875,01/18/24 08:00:00 AM,1.548,
876,01/18/24 10:00:00 AM,1.548,
877,01/18/24 12:00:00 PM,1.548,
878,01/18/24 02:00:00 PM,1.548,
879,01/18/24 04:00:00 PM,1.548,
880,01/18/24 06:00:00 PM,1.548,
881,01/18/24 08:00:00 PM,1.548,
882,01/18/24 10:00:00 PM,1.548,
883,01/19/24 12:00:00 AM,1.548,
884,01/19/24 02:00:00 AM,1.548,
885,01/19/24 04:00:00 AM,1.548,
886,01/19/24 06:00:00 AM,1.548,
887,01/19/24 08:00:00 AM,1.548,
888,01/19/24 10:00:00 AM,1.548,
889,01/19/24 12:00:00 PM,1.548,
890,01/19/24 02:00:00 PM,1.548,
891,01/19/24 04:00:00 PM,1.548,
892,01/19/24 06:00:00 PM,1.548,
893,01/19/24 08:00:00 PM,1.548,
894,01/19/24 10:00:00 PM,1.548,
895,01/20/24 12:00:00 AM,1.548,
896,01/20/24 02:00:00 AM,1.548,
897,01/20/24 04:00:00 AM,1.548,
898,01/20/24 06:00:00 AM,1.548,
899,01/20/24 08:00:00 AM,1.548,
900,01/20/24 10:00:00 AM,1.548,
901,01/20/24 12:00:00 PM,1.548,
902,01/20/24 02:00:00 PM,1.548,
903,01/20/24 04:00:00 PM,1.548,
904,01/20/24 06:00:00 PM,1.548,
905,01/20/24 08:00:00 PM,1.548,
906,01/20/24 10:00:00 PM,1.548,
907,01/21/24 12:00:00 AM,1.548,
908,01/21/24 02:00:00 AM,1.548,
909,01/21/24 04:00:00 AM,1.548,
910,01/21/24 06:00:00 AM,1.548,
911,01/21/24 08:00:00 AM,1.548,
912,01/21/24 10:00:00 AM,1.548,
913,01/21/24 12:00:00 PM,1.548,
914,01/21/24 02:00:00 PM,1.548,
915,01/21/24 04:00:00 PM,1.548,
916,01/21/24 06:00:00 PM,1.548,
917,01/21/24 08:00:00 PM,1.548,
918,01/21/24 10:00:00 PM,1.548,
919,01/22/24 12:00:00 AM,1.548,
920,01/22/24 02:00:00 AM,1.548,
921,01/22/24 04:00:00 AM,1.548,
922,01/22/24 06:00:00 AM,1.548,
923,01/22/24 08:00:00 AM,1.548,
924,01/22/24 10:00:00 AM,1.548,
925,01/22/24 12:00:00 PM,1.548,
926,01/22/24 02:00:00 PM,1.548,
927,01/22/24 04:00:00 PM,1.548,
928,01/22/24 06:00:00 PM,1.548,
929,01/22/24 08:00:00 PM,1.548,
930,01/22/24 10:00:00 PM,1.548,
931,01/23/24 12:00:00 AM,1.548,
932,01/23/24 02:00:00 AM,1.548,
933,01/23/24 04:00:00 AM,1.548,
934,01/23/24 06:00:00 AM,1.548,
935,01/23/24 08:00:00 AM,1.548,
936,01/23/24 10:00:00 AM,1.548,
937,01/23/24 12:00:00 PM,1.548,
938,01/23/24 02:00:00 PM,1.548,
939,01/23/24 04:00:00 PM,1.548,
940,01/23/24 06:00:00 PM,1.548,
941,01/23/24 08:00:00 PM,1.548,
942,01/23/24 10:00:00 PM,1.548,
943,01/24/24 12:00:00 AM,1.548,
944,01/24/24 02:00:00 AM,1.548,
945,01/24/24 04:00:00 AM,1.548,
946,01/24/24 06:00:00 AM,1.548,
947,01/24/24 08:00:00 AM,1.548,
948,01/24/24 10:00:00 AM,1.548,
949,01/24/24 12:00:00 PM,1.548,
950,01/24/24 02:00:00 PM,1.548,
951,01/24/24 04:00:00 PM,1.548,
952,01/24/24 06:00:00 PM,1.548,
953,01/24/24 08:00:00 PM,1.548,
954,01/24/24 10:00:00 PM,1.548,
955,01/25/24 12:00:00 AM,1.548,
956,01/25/24 02:00:00 AM,1.548,
957,01/25/24 04:00:00 AM,1.548,
958,01/25/24 06:00:00 AM,1.548,
959,01/25/24 08:00:00 AM,1.548,
960,01/25/24 10:00:00 AM,1.548,
961,01/25/24 12:00:00 PM,1.548,
962,01/25/24 02:00:00 PM,1.548,
963,01/25/24 04:00:00 PM,1.548,
964,01/25/24 06:00:00 PM,1.548,
965,01/25/24 08:00:00 PM,1.548,
966,01/25/24 10:00:00 PM,1.548,
967,01/26/24 12:00:00 AM,1.548,
968,01/26/24 02:00:00 AM,1.548,
969,01/26/24 04:00:00 AM,1.548,
970,01/26/24 06:00:00 AM,1.548,
971,01/26/24 08:00:00 AM,1.548,
972,01/26/24 10:00:00 AM,1.548,
973,01/26/24 12:00:00 PM,1.548,
974,01/26/24 02:00:00 PM,1.548,
975,01/26/24 04:00:00 PM,1.548,
976,01/26/24 06:00:00 PM,1.548,
977,01/26/24 08:00:00 PM,1.548,
978,01/26/24 10:00:00 PM,1.548,
979,01/27/24 12:00:00 AM,1.548,
980,01/27/24 02:00:00 AM,1.548,
981,01/27/24 04:00:00 AM,1.548,
982,01/27/24 06:00:00 AM,1.548,
983,01/27/24 08:00:00 AM,1.548,
984,01/27/24 10:00:00 AM,1.548,
985,01/27/24 12:00:00 PM,1.548,
986,01/27/24 02:00:00 PM,1.548,
987,01/27/24 04:00:00 PM,1.548,
988,01/27/24 06:00:00 PM,1.548,
989,01/27/24 08:00:00 PM,1.548,
990,01/27/24 10:00:00 PM,1.548,
991,01/28/24 12:00:00 AM,1.548,
992,01/28/24 02:00:00 AM,1.548,
993,01/28/24 04:00:00 AM,1.548,
994,01/28/24 06:00:00 AM,1.548,
995,01/28/24 08:00:00 AM,1.548,
996,01/28/24 10:00:00 AM,1.548,
997,01/28/24 12:00:00 PM,1.548,
998,01/28/24 02:00:00 PM,1.548,
999,01/28/24 04:00:00 PM,1.548,
1000,01/28/24 06:00:00 PM,1.548,
1001,01/28/24 08:00:00 PM,1.548,
1002,01/28/24 10:00:00 PM,1.548,
1003,01/29/24 12:00:00 AM,1.548,
1004,01/29/24 02:00:00 AM,1.548,
1005,01/29/24 04:00:00 AM,1.548,
1006,01/29/24 06:00:00 AM,1.548,
1007,01/29/24 08:00:00 AM,1.548,
1008,01/29/24 10:00:00 AM,1.548,
1009,01/29/24 12:00:00 PM,1.548,
1010,01/29/24 02:00:00 PM,1.548,
1011,01/29/24 04:00:00 PM,1.548,
1012,01/29/24 06:00:00 PM,1.548,
1013,01/29/24 08:00:00 PM,1.548,
1014,01/29/24 10:00:00 PM,1.548,
1015,01/30/24 12:00:00 AM,1.548,
1016,01/30/24 02:00:00 AM,1.548,
1017,01/30/24 04:00:00 AM,1.548,
1018,01/30/24 06:00:00 AM,1.548,
1019,01/30/24 08:00:00 AM,1.548,
1020,01/30/24 10:00:00 AM,1.548,
1021,01/30/24 12:00:00 PM,1.548,
1022,01/30/24 02:00:00 PM,1.548,
1023,01/30/24 04:00:00 PM,1.548,
1024,01/30/24 06:00:00 PM,1.548,
1025,01/30/24 08:00:00 PM,1.548,
1026,01/30/24 10:00:00 PM,1.548,
1027,01/31/24 12:00:00 AM,1.548,
1028,01/31/24 02:00:00 AM,1.548,
1029,01/31/24 04:00:00 AM,1.548,
1030,01/31/24 06:00:00 AM,1.548,
1031,01/31/24 08:00:00 AM,1.548,
1032,01/31/24 10:00:00 AM,1.548,
1033,01/31/24 12:00:00 PM,1.548,
1034,01/31/24 02:00:00 PM,1.548,
1035,01/31/24 04:00:00 PM,1.548,
1036,01/31/24 06:00:00 PM,1.548,
1037,01/31/24 08:00:00 PM,1.548,
1038,01/31/24 10:00:00 PM,1.548,
1039,02/01/24 12:00:00 AM,1.548,
1040,02/01/24 02:00:00 AM,1.548,
1041,02/01/24 04:00:00 AM,1.548,
1042,02/01/24 06:00:00 AM,1.548,
1043,02/01/24 08:00:00 AM,1.548,
1044,02/01/24 10:00:00 AM,1.548,
1045,02/01/24 12:00:00 PM,1.548,
1046,02/01/24 02:00:00 PM,1.548,
1047,02/01/24 04:00:00 PM,1.548,
1048,02/01/24 06:00:00 PM,1.548,
1049,02/01/24 08:00:00 PM,1.548,
1050,02/01/24 10:00:00 PM,1.548,
1051,02/02/24 12:00:00 AM,1.548,
1052,02/02/24 02:00:00 AM,1.548,
1053,02/02/24 04:00:00 AM,1.548,
1054,02/02/24 06:00:00 AM,1.548,
1055,02/02/24 08:00:00 AM,1.548,
1056,02/02/24 10:00:00 AM,1.548,
1057,02/02/24 12:00:00 PM,1.548,
1058,02/02/24 02:00:00 PM,1.548,
1059,02/02/24 04:00:00 PM,1.548,
1060,02/02/24 06:00:00 PM,1.548,
1061,02/02/24 08:00:00 PM,1.548,
1062,02/02/24 10:00:00 PM,1.548,
1063,02/03/24 12:00:00 AM,1.548,
1064,02/03/24 02:00:00 AM,1.548,
1065,02/03/24 04:00:00 AM,1.548,
1066,02/03/24 06:00:00 AM,1.548,
1067,02/03/24 08:00:00 AM,1.548,
1068,02/03/24 10:00:00 AM,1.548,
1069,02/03/24 12:00:00 PM,1.548,
1070,02/03/24 02:00:00 PM,1.548,
1071,02/03/24 04:00:00 PM,1.548,
1072,02/03/24 06:00:00 PM,1.548,
1073,02/03/24 08:00:00 PM,1.548,
1074,02/03/24 10:00:00 PM,1.548,
1075,02/04/24 12:00:00 AM,1.548,
1076,02/04/24 02:00:00 AM,1.548,
1077,02/04/24 04:00:00 AM,1.548,
1078,02/04/24 06:00:00 AM,1.548,
1079,02/04/24 08:00:00 AM,1.548,
1080,02/04/24 10:00:00 AM,1.548,
1081,02/04/24 12:00:00 PM,1.548,
1082,02/04/24 02:00:00 PM,1.548,
1083,02/04/24 04:00:00 PM,1.548,
1084,02/04/24 06:00:00 PM,1.548,
1085,02/04/24 08:00:00 PM,1.548,
1086,02/04/24 10:00:00 PM,1.548,
1087,02/05/24 12:00:00 AM,1.548,
1088,02/05/24 02:00:00 AM,1.548,
1089,02/05/24 04:00:00 AM,1.548,
1090,02/05/24 06:00:00 AM,1.548,
1091,02/05/24 08:00:00 AM,1.548,
1092,02/05/24 10:00:00 AM,1.548,
1093,02/05/24 12:00:00 PM,1.548,
1094,02/05/24 02:00:00 PM,1.548,
1095,02/05/24 04:00:00 PM,1.548,
1096,02/05/24 06:00:00 PM,1.548,
1097,02/05/24 08:00:00 PM,1.548,
1098,02/05/24 10:00:00 PM,1.548,
1099,02/06/24 12:00:00 AM,1.548,
1100,02/06/24 02:00:00 AM,1.548,
1101,02/06/24 04:00:00 AM,1.548,
1102,02/06/24 06:00:00 AM,1.548,
1103,02/06/24 08:00:00 AM,1.548,
1104,02/06/24 10:00:00 AM,1.548,
1105,02/06/24 12:00:00 PM,1.548,
1106,02/06/24 02:00:00 PM,1.548,
1107,02/06/24 04:00:00 PM,1.548,
1108,02/06/24 06:00:00 PM,1.548,
1109,02/06/24 08:00:00 PM,1.548,
1110,02/06/24 10:00:00 PM,1.548,
1111,02/07/24 12:00:00 AM,1.548,
1112,02/07/24 02:00:00 AM,1.548,
1113,02/07/24 04:00:00 AM,1.548,
1114,02/07/24 06:00:00 AM,1.548,
1115,02/07/24 08:00:00 AM,1.548,
1116,02/07/24 10:00:00 AM,1.548,
1117,02/07/24 12:00:00 PM,1.548,
1118,02/07/24 02:00:00 PM,1.548,
1119,02/07/24 04:00:00 PM,1.548,
1120,02/07/24 06:00:00 PM,1.548,
1121,02/07/24 08:00:00 PM,1.548,
1122,02/07/24 10:00:00 PM,1.548,
1123,02/08/24 12:00:00 AM,1.548,
1124,02/08/24 02:00:00 AM,1.548,
1125,02/08/24 04:00:00 AM,1.548,
1126,02/08/24 06:00:00 AM,1.548,
1127,02/08/24 08:00:00 AM,1.548,
1128,02/08/24 10:00:00 AM,1.548,
1129,02/08/24 12:00:00 PM,1.548,
1130,02/08/24 02:00:00 PM,1.548,
1131,02/08/24 04:00:00 PM,1.548,
1132,02/08/24 06:00:00 PM,1.548,
1133,02/08/24 08:00:00 PM,1.548,
1134,02/08/24 10:00:00 PM,1.548,
1135,02/09/24 12:00:00 AM,1.548,
1136,02/09/24 02:00:00 AM,1.548,
1137,02/09/24 04:00:00 AM,1.548,
1138,02/09/24 06:00:00 AM,1.548,
1139,02/09/24 08:00:00 AM,1.548,
1140,02/09/24 10:00:00 AM,1.548,
1141,02/09/24 12:00:00 PM,1.548,
1142,02/09/24 02:00:00 PM,1.548,
1143,02/09/24 04:00:00 PM,1.548,
1144,02/09/24 06:00:00 PM,1.548,
1145,02/09/24 08:00:00 PM,1.548,
1146,02/09/24 10:00:00 PM,1.548,
1147,02/10/24 12:00:00 AM,1.548,
1148,02/10/24 02:00:00 AM,1.548,
1149,02/10/24 04:00:00 AM,1.548,
1150,02/10/24 06:00:00 AM,1.548,
1151,02/10/24 08:00:00 AM,1.548,
1152,02/10/24 10:00:00 AM,1.548,
1153,02/10/24 12:00:00 PM,1.548,
1154,02/10/24 02:00:00 PM,1.548,
1155,02/10/24 04:00:00 PM,1.548,
1156,02/10/24 06:00:00 PM,1.548,
1157,02/10/24 08:00:00 PM,1.548,
1158,02/10/24 10:00:00 PM,1.548,
1159,02/11/24 12:00:00 AM,1.548,
1160,02/11/24 02:00:00 AM,1.548,
1161,02/11/24 04:00:00 AM,1.548,
1162,02/11/24 06:00:00 AM,1.548,
1163,02/11/24 08:00:00 AM,1.548,
1164,02/11/24 10:00:00 AM,1.548,
1165,02/11/24 12:00:00 PM,1.548,
1166,02/11/24 02:00:00 PM,1.548,
1167,02/11/24 04:00:00 PM,1.548,
1168,02/11/24 06:00:00 PM,1.548,
1169,02/11/24 08:00:00 PM,1.548,
1170,02/11/24 10:00:00 PM,1.548,
1171,02/12/24 12:00:00 AM,1.548,
1172,02/12/24 02:00:00 AM,1.548,
1173,02/12/24 04:00:00 AM,1.548,
1174,02/12/24 06:00:00 AM,1.548,
1175,02/12/24 08:00:00 AM,1.548,
1176,02/12/24 10:00:00 AM,1.548,
1177,02/12/24 12:00:00 PM,1.548,
1178,02/12/24 02:00:00 PM,1.548,
1179,02/12/24 04:00:00 PM,1.548,
1180,02/12/24 06:00:00 PM,1.548,
1181,02/12/24 08:00:00 PM,1.548,
1182,02/12/24 10:00:00 PM,1.548,
1183,02/13/24 12:00:00 AM,1.548,
1184,02/13/24 02:00:00 AM,1.548,
1185,02/13/24 04:00:00 AM,1.548,
1186,02/13/24 06:00:00 AM,1.548,
1187,02/13/24 08:00:00 AM,1.548,
1188,02/13/24 10:00:00 AM,1.548,
1189,02/13/24 12:00:00 PM,1.548,
1190,02/13/24 02:00:00 PM,1.548,
1191,02/13/24 04:00:00 PM,1.548,
1192,02/13/24 06:00:00 PM,1.548,
1193,02/13/24 08:00:00 PM,1.548,
1194,02/13/24 10:00:00 PM,1.548,
1195,02/14/24 12:00:00 AM,1.548,
1196,02/14/24 02:00:00 AM,1.548,
1197,02/14/24 04:00:00 AM,1.548,
1198,02/14/24 06:00:00 AM,1.548,
1199,02/14/24 08:00:00 AM,1.548,
1200,02/14/24 10:00:00 AM,1.548,
1201,02/14/24 12:00:00 PM,1.548,
1202,02/14/24 02:00:00 PM,1.548,
1203,02/14/24 04:00:00 PM,1.548,
1204,02/14/24 06:00:00 PM,1.548,
1205,02/14/24 08:00:00 PM,1.548,
1206,02/14/24 10:00:00 PM,1.548,
1207,02/15/24 12:00:00 AM,1.548,
1208,02/15/24 02:00:00 AM,1.548,
1209,02/15/24 04:00:00 AM,1.548,
1210,02/15/24 06:00:00 AM,1.548,
1211,02/15/24 08:00:00 AM,1.548,
1212,02/15/24 10:00:00 AM,1.548,
1213,02/15/24 12:00:00 PM,1.548,
1214,02/15/24 02:00:00 PM,1.548,
1215,02/15/24 04:00:00 PM,1.548,
1216,02/15/24 06:00:00 PM,1.548,
1217,02/15/24 08:00:00 PM,1.548,
1218,02/15/24 10:00:00 PM,1.548,
1219,02/16/24 12:00:00 AM,1.548,
1220,02/16/24 02:00:00 AM,1.548,
1221,02/16/24 04:00:00 AM,1.548,
1222,02/16/24 06:00:00 AM,1.548,
1223,02/16/24 08:00:00 AM,1.548,
1224,02/16/24 10:00:00 AM,1.548,
1225,02/16/24 12:00:00 PM,1.548,
1226,02/16/24 02:00:00 PM,1.548,
1227,02/16/24 04:00:00 PM,1.548,
1228,02/16/24 06:00:00 PM,1.548,
1229,02/16/24 08:00:00 PM,1.548,
1230,02/16/24 10:00:00 PM,1.548,
1231,02/17/24 12:00:00 AM,1.548,
1232,02/17/24 02:00:00 AM,1.548,
1233,02/17/24 04:00:00 AM,1.548,
1234,02/17/24 06:00:00 AM,1.548,
1235,02/17/24 08:00:00 AM,1.548,
1236,02/17/24 10:00:00 AM,1.548,
1237,02/17/24 12:00:00 PM,1.548,
1238,02/17/24 02:00:00 PM,1.548,
1239,02/17/24 04:00:00 PM,1.548,
1240,02/17/24 06:00:00 PM,1.548,
1241,02/17/24 08:00:00 PM,1.548,
1242,02/17/24 10:00:00 PM,1.548,
1243,02/18/24 12:00:00 AM,1.548,
1244,02/18/24 02:00:00 AM,1.548,
1245,02/18/24 04:00:00 AM,1.548,
1246,02/18/24 06:00:00 AM,1.548,
1247,02/18/24 08:00:00 AM,1.548,
