"Titre de tracé : 21745243"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 21745243, SEN S/N: 21745243, LBL: Petite Balme 3 ici>)","Coupleur attaché (LGR S/N: 21745243)","Hôte connecté (LGR S/N: 21745243)","Arrêté (LGR S/N: 21745243)","Fin de fichier (LGR S/N: 21745243)"
547,12/22/23 12:00:00 AM,0.893,,,,
548,12/22/23 02:00:00 AM,0.893,,,,
549,12/22/23 04:00:00 AM,0.893,,,,
550,12/22/23 06:00:00 AM,0.893,,,,
551,12/22/23 08:00:00 AM,0.893,,,,
552,12/22/23 10:00:00 AM,0.893,,,,
553,12/22/23 12:00:00 PM,0.893,,,,
554,12/22/23 02:00:00 PM,0.893,,,,
555,12/22/23 04:00:00 PM,0.893,,,,
556,12/22/23 06:00:00 PM,0.893,,,,
557,12/22/23 08:00:00 PM,0.893,,,,
558,12/22/23 10:00:00 PM,0.893,,,,
559,12/23/23 12:00:00 AM,0.893,,,,
560,12/23/23 02:00:00 AM,0.893,,,,
561,12/23/23 04:00:00 AM,0.893,,,,
562,12/23/23 06:00:00 AM,0.893,,,,
563,12/23/23 08:00:00 AM,0.893,,,,
564,12/23/23 10:00:00 AM,0.893,,,,
565,12/23/23 12:00:00 PM,0.893,,,,
566,12/23/23 02:00:00 PM,0.893,,,,
567,12/23/23 04:00:00 PM,0.893,,,,
568,12/23/23 06:00:00 PM,0.893,,,,
569,12/23/23 08:00:00 PM,0.893,,,,
570,12/23/23 10:00:00 PM,0.893,,,,
571,12/24/23 12:00:00 AM,0.893,,,,
572,12/24/23 02:00:00 AM,0.893,,,,
573,12/24/23 04:00:00 AM,0.893,,,,
574,12/24/23 06:00:00 AM,0.893,,,,
575,12/24/23 08:00:00 AM,0.893,,,,
576,12/24/23 10:00:00 AM,0.893,,,,
577,12/24/23 12:00:00 PM,0.893,,,,
578,12/24/23 02:00:00 PM,0.893,,,,
579,12/24/23 04:00:00 PM,0.893,,,,
580,12/24/23 06:00:00 PM,0.893,,,,
581,12/24/23 08:00:00 PM,0.893,,,,
582,12/24/23 10:00:00 PM,0.893,,,,
583,12/25/23 12:00:00 AM,0.893,,,,
584,12/25/23 02:00:00 AM,0.893,,,,
585,12/25/23 04:00:00 AM,0.893,,,,
586,12/25/23 06:00:00 AM,0.893,,,,
587,12/25/23 08:00:00 AM,0.893,,,,
588,12/25/23 10:00:00 AM,0.893,,,,
589,12/25/23 12:00:00 PM,0.893,,,,
590,12/25/23 02:00:00 PM,0.893,,,,
591,12/25/23 04:00:00 PM,0.893,,,,
592,12/25/23 06:00:00 PM,0.893,,,,
593,12/25/23 08:00:00 PM,0.893,,,,
594,12/25/23 10:00:00 PM,0.893,,,,
595,12/26/23 12:00:00 AM,0.784,,,,
596,12/26/23 02:00:00 AM,0.893,,,,
597,12/26/23 04:00:00 AM,0.893,,,,
598,12/26/23 06:00:00 AM,0.893,,,,
599,12/26/23 08:00:00 AM,0.893,,,,
600,12/26/23 10:00:00 AM,0.893,,,,
601,12/26/23 12:00:00 PM,0.893,,,,
602,12/26/23 02:00:00 PM,0.893,,,,
603,12/26/23 04:00:00 PM,0.893,,,,
604,12/26/23 06:00:00 PM,0.893,,,,
605,12/26/23 08:00:00 PM,0.893,,,,
606,12/26/23 10:00:00 PM,0.893,,,,
607,12/27/23 12:00:00 AM,0.893,,,,
608,12/27/23 02:00:00 AM,0.893,,,,
609,12/27/23 04:00:00 AM,0.784,,,,
610,12/27/23 06:00:00 AM,0.893,,,,
611,12/27/23 08:00:00 AM,0.893,,,,
612,12/27/23 10:00:00 AM,0.893,,,,
613,12/27/23 12:00:00 PM,0.893,,,,
614,12/27/23 02:00:00 PM,0.893,,,,
615,12/27/23 04:00:00 PM,0.893,,,,
616,12/27/23 06:00:00 PM,0.893,,,,
617,12/27/23 08:00:00 PM,0.893,,,,
618,12/27/23 10:00:00 PM,0.893,,,,
619,12/28/23 12:00:00 AM,0.893,,,,
620,12/28/23 02:00:00 AM,0.893,,,,
621,12/28/23 04:00:00 AM,0.893,,,,
622,12/28/23 06:00:00 AM,0.893,,,,
623,12/28/23 08:00:00 AM,0.893,,,,
624,12/28/23 10:00:00 AM,0.893,,,,
625,12/28/23 12:00:00 PM,0.893,,,,
626,12/28/23 02:00:00 PM,0.893,,,,
627,12/28/23 04:00:00 PM,0.893,,,,
628,12/28/23 06:00:00 PM,0.893,,,,
629,12/28/23 08:00:00 PM,0.893,,,,
630,12/28/23 10:00:00 PM,0.893,,,,
631,12/29/23 12:00:00 AM,0.893,,,,
632,12/29/23 02:00:00 AM,0.893,,,,
633,12/29/23 04:00:00 AM,0.784,,,,
634,12/29/23 06:00:00 AM,0.784,,,,
635,12/29/23 08:00:00 AM,0.784,,,,
636,12/29/23 10:00:00 AM,0.784,,,,
637,12/29/23 12:00:00 PM,0.784,,,,
638,12/29/23 02:00:00 PM,0.784,,,,
639,12/29/23 04:00:00 PM,0.784,,,,
640,12/29/23 06:00:00 PM,0.893,,,,
641,12/29/23 08:00:00 PM,0.893,,,,
642,12/29/23 10:00:00 PM,0.893,,,,
643,12/30/23 12:00:00 AM,0.893,,,,
644,12/30/23 02:00:00 AM,0.893,,,,
645,12/30/23 04:00:00 AM,0.784,,,,
646,12/30/23 06:00:00 AM,0.893,,,,
647,12/30/23 08:00:00 AM,0.893,,,,
648,12/30/23 10:00:00 AM,0.893,,,,
649,12/30/23 12:00:00 PM,0.784,,,,
650,12/30/23 02:00:00 PM,0.784,,,,
651,12/30/23 04:00:00 PM,0.784,,,,
652,12/30/23 06:00:00 PM,0.784,,,,
653,12/30/23 08:00:00 PM,0.784,,,,
654,12/30/23 10:00:00 PM,0.893,,,,
655,12/31/23 12:00:00 AM,0.784,,,,
656,12/31/23 02:00:00 AM,0.784,,,,
657,12/31/23 04:00:00 AM,0.893,,,,
658,12/31/23 06:00:00 AM,0.893,,,,
659,12/31/23 08:00:00 AM,0.784,,,,
660,12/31/23 10:00:00 AM,0.784,,,,
661,12/31/23 12:00:00 PM,0.784,,,,
662,12/31/23 02:00:00 PM,0.784,,,,
663,12/31/23 04:00:00 PM,0.784,,,,
664,12/31/23 06:00:00 PM,0.893,,,,
665,12/31/23 08:00:00 PM,0.893,,,,
666,12/31/23 10:00:00 PM,0.893,,,,
667,01/01/24 12:00:00 AM,0.893,,,,
668,01/01/24 02:00:00 AM,0.893,,,,
669,01/01/24 04:00:00 AM,0.893,,,,
670,01/01/24 06:00:00 AM,0.893,,,,
671,01/01/24 08:00:00 AM,0.893,,,,
672,01/01/24 10:00:00 AM,0.893,,,,
673,01/01/24 12:00:00 PM,0.893,,,,
674,01/01/24 02:00:00 PM,0.893,,,,
675,01/01/24 04:00:00 PM,0.893,,,,
676,01/01/24 06:00:00 PM,0.893,,,,
677,01/01/24 08:00:00 PM,0.893,,,,
678,01/01/24 10:00:00 PM,0.893,,,,
679,01/02/24 12:00:00 AM,0.893,,,,
680,01/02/24 02:00:00 AM,0.893,,,,
681,01/02/24 04:00:00 AM,0.893,,,,
682,01/02/24 06:00:00 AM,0.893,,,,
683,01/02/24 08:00:00 AM,0.893,,,,
684,01/02/24 10:00:00 AM,0.893,,,,
685,01/02/24 12:00:00 PM,0.893,,,,
686,01/02/24 02:00:00 PM,0.893,,,,
687,01/02/24 04:00:00 PM,0.893,,,,
688,01/02/24 06:00:00 PM,0.893,,,,
689,01/02/24 08:00:00 PM,0.893,,,,
690,01/02/24 10:00:00 PM,0.893,,,,
691,01/03/24 12:00:00 AM,0.893,,,,
692,01/03/24 02:00:00 AM,0.893,,,,
693,01/03/24 04:00:00 AM,0.893,,,,
694,01/03/24 06:00:00 AM,0.893,,,,
695,01/03/24 08:00:00 AM,0.893,,,,
696,01/03/24 10:00:00 AM,0.893,,,,
697,01/03/24 12:00:00 PM,0.893,,,,
698,01/03/24 02:00:00 PM,0.893,,,,
699,01/03/24 04:00:00 PM,0.893,,,,
700,01/03/24 06:00:00 PM,0.893,,,,
701,01/03/24 08:00:00 PM,0.893,,,,
702,01/03/24 10:00:00 PM,0.893,,,,
703,01/04/24 12:00:00 AM,0.893,,,,
704,01/04/24 02:00:00 AM,0.893,,,,
705,01/04/24 04:00:00 AM,0.893,,,,
706,01/04/24 06:00:00 AM,0.893,,,,
707,01/04/24 08:00:00 AM,0.893,,,,
708,01/04/24 10:00:00 AM,0.893,,,,
709,01/04/24 12:00:00 PM,0.893,,,,
710,01/04/24 02:00:00 PM,0.893,,,,
711,01/04/24 04:00:00 PM,0.893,,,,
712,01/04/24 06:00:00 PM,0.893,,,,
713,01/04/24 08:00:00 PM,0.893,,,,
714,01/04/24 10:00:00 PM,0.893,,,,
715,01/05/24 12:00:00 AM,0.893,,,,
716,01/05/24 02:00:00 AM,0.893,,,,
717,01/05/24 04:00:00 AM,0.893,,,,
718,01/05/24 06:00:00 AM,0.893,,,,
719,01/05/24 08:00:00 AM,0.893,,,,
720,01/05/24 10:00:00 AM,0.893,,,,
721,01/05/24 12:00:00 PM,0.893,,,,
722,01/05/24 02:00:00 PM,0.893,,,,
723,01/05/24 04:00:00 PM,0.893,,,,
724,01/05/24 06:00:00 PM,0.893,,,,
725,01/05/24 08:00:00 PM,0.893,,,,
726,01/05/24 10:00:00 PM,0.893,,,,
727,01/06/24 12:00:00 AM,0.893,,,,
728,01/06/24 02:00:00 AM,0.893,,,,
729,01/06/24 04:00:00 AM,0.893,,,,
730,01/06/24 06:00:00 AM,0.893,,,,
731,01/06/24 08:00:00 AM,0.893,,,,
732,01/06/24 10:00:00 AM,0.893,,,,
733,01/06/24 12:00:00 PM,0.893,,,,
734,01/06/24 02:00:00 PM,0.893,,,,
735,01/06/24 04:00:00 PM,0.893,,,,
736,01/06/24 06:00:00 PM,0.893,,,,
737,01/06/24 08:00:00 PM,0.893,,,,
738,01/06/24 10:00:00 PM,0.893,,,,
739,01/07/24 12:00:00 AM,0.893,,,,
740,01/07/24 02:00:00 AM,0.893,,,,
741,01/07/24 04:00:00 AM,0.893,,,,
742,01/07/24 06:00:00 AM,0.893,,,,
743,01/07/24 08:00:00 AM,0.893,,,,
744,01/07/24 10:00:00 AM,0.893,,,,
745,01/07/24 12:00:00 PM,0.893,,,,
746,01/07/24 02:00:00 PM,0.893,,,,
747,01/07/24 04:00:00 PM,0.893,,,,
748,01/07/24 06:00:00 PM,0.893,,,,
749,01/07/24 08:00:00 PM,0.893,,,,
750,01/07/24 10:00:00 PM,0.893,,,,
751,01/08/24 12:00:00 AM,0.893,,,,
752,01/08/24 02:00:00 AM,0.893,,,,
753,01/08/24 04:00:00 AM,0.893,,,,
754,01/08/24 06:00:00 AM,0.893,,,,
755,01/08/24 08:00:00 AM,0.893,,,,
756,01/08/24 10:00:00 AM,0.893,,,,
757,01/08/24 12:00:00 PM,0.893,,,,
758,01/08/24 02:00:00 PM,0.893,,,,
759,01/08/24 04:00:00 PM,0.893,,,,
760,01/08/24 06:00:00 PM,0.893,,,,
761,01/08/24 08:00:00 PM,0.893,,,,
762,01/08/24 10:00:00 PM,0.893,,,,
763,01/09/24 12:00:00 AM,0.893,,,,
764,01/09/24 02:00:00 AM,0.893,,,,
765,01/09/24 04:00:00 AM,0.893,,,,
766,01/09/24 06:00:00 AM,0.893,,,,
767,01/09/24 08:00:00 AM,0.893,,,,
768,01/09/24 10:00:00 AM,0.893,,,,
769,01/09/24 12:00:00 PM,0.893,,,,
770,01/09/24 02:00:00 PM,0.893,,,,
771,01/09/24 04:00:00 PM,0.893,,,,
772,01/09/24 06:00:00 PM,0.893,,,,
773,01/09/24 08:00:00 PM,0.893,,,,
774,01/09/24 10:00:00 PM,0.893,,,,
775,01/10/24 12:00:00 AM,0.893,,,,
776,01/10/24 02:00:00 AM,0.893,,,,
777,01/10/24 04:00:00 AM,0.893,,,,
778,01/10/24 06:00:00 AM,0.893,,,,
779,01/10/24 08:00:00 AM,0.893,,,,
780,01/10/24 10:00:00 AM,0.893,,,,
781,01/10/24 12:00:00 PM,0.893,,,,
782,01/10/24 02:00:00 PM,0.893,,,,
783,01/10/24 04:00:00 PM,0.893,,,,
784,01/10/24 06:00:00 PM,0.893,,,,
785,01/10/24 08:00:00 PM,0.893,,,,
786,01/10/24 10:00:00 PM,0.893,,,,
787,01/11/24 12:00:00 AM,0.893,,,,
788,01/11/24 02:00:00 AM,0.893,,,,
789,01/11/24 04:00:00 AM,0.893,,,,
790,01/11/24 06:00:00 AM,0.893,,,,
791,01/11/24 08:00:00 AM,0.893,,,,
792,01/11/24 10:00:00 AM,0.893,,,,
793,01/11/24 12:00:00 PM,0.893,,,,
794,01/11/24 02:00:00 PM,0.893,,,,
795,01/11/24 04:00:00 PM,0.893,,,,
796,01/11/24 06:00:00 PM,0.893,,,,
797,01/11/24 08:00:00 PM,0.893,,,,
798,01/11/24 10:00:00 PM,0.893,,,,
799,01/12/24 12:00:00 AM,0.893,,,,
800,01/12/24 02:00:00 AM,0.893,,,,
801,01/12/24 04:00:00 AM,0.893,,,,
802,01/12/24 06:00:00 AM,0.893,,,,
803,01/12/24 08:00:00 AM,0.893,,,,
804,01/12/24 10:00:00 AM,0.893,,,,
805,01/12/24 12:00:00 PM,0.893,,,,
806,01/12/24 02:00:00 PM,0.893,,,,
807,01/12/24 04:00:00 PM,0.893,,,,
808,01/12/24 06:00:00 PM,0.893,,,,
809,01/12/24 08:00:00 PM,0.893,,,,
810,01/12/24 10:00:00 PM,0.893,,,,
811,01/13/24 12:00:00 AM,0.893,,,,
812,01/13/24 02:00:00 AM,0.893,,,,
813,01/13/24 04:00:00 AM,0.893,,,,
814,01/13/24 06:00:00 AM,0.893,,,,
815,01/13/24 08:00:00 AM,0.893,,,,
816,01/13/24 10:00:00 AM,0.893,,,,
817,01/13/24 12:00:00 PM,0.893,,,,
818,01/13/24 02:00:00 PM,0.893,,,,
819,01/13/24 04:00:00 PM,0.893,,,,
820,01/13/24 06:00:00 PM,0.893,,,,
821,01/13/24 08:00:00 PM,0.893,,,,
822,01/13/24 10:00:00 PM,0.893,,,,
823,01/14/24 12:00:00 AM,0.893,,,,
824,01/14/24 02:00:00 AM,0.893,,,,
825,01/14/24 04:00:00 AM,0.893,,,,
826,01/14/24 06:00:00 AM,0.893,,,,
827,01/14/24 08:00:00 AM,0.893,,,,
828,01/14/24 10:00:00 AM,0.893,,,,
829,01/14/24 12:00:00 PM,0.893,,,,
830,01/14/24 02:00:00 PM,0.893,,,,
831,01/14/24 04:00:00 PM,0.893,,,,
832,01/14/24 06:00:00 PM,0.893,,,,
833,01/14/24 08:00:00 PM,0.893,,,,
834,01/14/24 10:00:00 PM,0.893,,,,
835,01/15/24 12:00:00 AM,0.893,,,,
836,01/15/24 02:00:00 AM,0.893,,,,
837,01/15/24 04:00:00 AM,0.893,,,,
838,01/15/24 06:00:00 AM,0.893,,,,
839,01/15/24 08:00:00 AM,0.893,,,,
840,01/15/24 10:00:00 AM,0.893,,,,
841,01/15/24 12:00:00 PM,0.893,,,,
842,01/15/24 02:00:00 PM,0.893,,,,
843,01/15/24 04:00:00 PM,0.893,,,,
844,01/15/24 06:00:00 PM,0.893,,,,
845,01/15/24 08:00:00 PM,0.893,,,,
846,01/15/24 10:00:00 PM,0.893,,,,
847,01/16/24 12:00:00 AM,0.893,,,,
848,01/16/24 02:00:00 AM,0.893,,,,
849,01/16/24 04:00:00 AM,0.893,,,,
850,01/16/24 06:00:00 AM,0.893,,,,
851,01/16/24 08:00:00 AM,0.893,,,,
852,01/16/24 10:00:00 AM,0.893,,,,
853,01/16/24 12:00:00 PM,0.893,,,,
854,01/16/24 02:00:00 PM,0.893,,,,
855,01/16/24 04:00:00 PM,0.893,,,,
856,01/16/24 06:00:00 PM,0.893,,,,
857,01/16/24 08:00:00 PM,0.893,,,,
858,01/16/24 10:00:00 PM,0.893,,,,
859,01/17/24 12:00:00 AM,0.893,,,,
860,01/17/24 02:00:00 AM,0.893,,,,
861,01/17/24 04:00:00 AM,0.893,,,,
862,01/17/24 06:00:00 AM,0.893,,,,
863,01/17/24 08:00:00 AM,0.893,,,,
864,01/17/24 10:00:00 AM,0.893,,,,
865,01/17/24 12:00:00 PM,0.893,,,,
866,01/17/24 02:00:00 PM,0.893,,,,
867,01/17/24 04:00:00 PM,0.893,,,,
868,01/17/24 06:00:00 PM,0.893,,,,
869,01/17/24 08:00:00 PM,0.893,,,,
870,01/17/24 10:00:00 PM,0.893,,,,
871,01/18/24 12:00:00 AM,0.893,,,,
872,01/18/24 02:00:00 AM,0.893,,,,
873,01/18/24 04:00:00 AM,0.893,,,,
874,01/18/24 06:00:00 AM,0.893,,,,
875,01/18/24 08:00:00 AM,0.893,,,,
876,01/18/24 10:00:00 AM,0.893,,,,
877,01/18/24 12:00:00 PM,0.893,,,,
878,01/18/24 02:00:00 PM,0.893,,,,
879,01/18/24 04:00:00 PM,0.893,,,,
880,01/18/24 06:00:00 PM,0.893,,,,
881,01/18/24 08:00:00 PM,0.893,,,,
882,01/18/24 10:00:00 PM,0.893,,,,
883,01/19/24 12:00:00 AM,0.893,,,,
884,01/19/24 02:00:00 AM,0.893,,,,
885,01/19/24 04:00:00 AM,0.893,,,,
886,01/19/24 06:00:00 AM,0.893,,,,
887,01/19/24 08:00:00 AM,0.893,,,,
888,01/19/24 10:00:00 AM,0.893,,,,
889,01/19/24 12:00:00 PM,0.893,,,,
890,01/19/24 02:00:00 PM,0.893,,,,
891,01/19/24 04:00:00 PM,0.893,,,,
892,01/19/24 06:00:00 PM,0.893,,,,
893,01/19/24 08:00:00 PM,0.893,,,,
894,01/19/24 10:00:00 PM,0.893,,,,
895,01/20/24 12:00:00 AM,0.893,,,,
896,01/20/24 02:00:00 AM,0.893,,,,
897,01/20/24 04:00:00 AM,0.893,,,,
898,01/20/24 06:00:00 AM,0.893,,,,
899,01/20/24 08:00:00 AM,0.893,,,,
900,01/20/24 10:00:00 AM,0.893,,,,
901,01/20/24 12:00:00 PM,0.893,,,,
902,01/20/24 02:00:00 PM,0.893,,,,
903,01/20/24 04:00:00 PM,0.893,,,,
904,01/20/24 06:00:00 PM,0.893,,,,
905,01/20/24 08:00:00 PM,0.893,,,,
906,01/20/24 10:00:00 PM,0.893,,,,
907,01/21/24 12:00:00 AM,0.893,,,,
908,01/21/24 02:00:00 AM,0.893,,,,
909,01/21/24 04:00:00 AM,0.893,,,,
910,01/21/24 06:00:00 AM,0.893,,,,
911,01/21/24 08:00:00 AM,0.893,,,,
912,01/21/24 10:00:00 AM,0.893,,,,
913,01/21/24 12:00:00 PM,0.893,,,,
914,01/21/24 02:00:00 PM,0.893,,,,
915,01/21/24 04:00:00 PM,0.893,,,,
916,01/21/24 06:00:00 PM,0.893,,,,
917,01/21/24 08:00:00 PM,0.893,,,,
918,01/21/24 10:00:00 PM,0.893,,,,
919,01/22/24 12:00:00 AM,0.893,,,,
920,01/22/24 02:00:00 AM,0.893,,,,
921,01/22/24 04:00:00 AM,0.893,,,,
922,01/22/24 06:00:00 AM,0.893,,,,
923,01/22/24 08:00:00 AM,0.893,,,,
924,01/22/24 10:00:00 AM,0.893,,,,
925,01/22/24 12:00:00 PM,0.893,,,,
926,01/22/24 02:00:00 PM,0.893,,,,
927,01/22/24 04:00:00 PM,0.893,,,,
928,01/22/24 06:00:00 PM,0.893,,,,
929,01/22/24 08:00:00 PM,0.893,,,,
930,01/22/24 10:00:00 PM,0.893,,,,
931,01/23/24 12:00:00 AM,0.893,,,,
932,01/23/24 02:00:00 AM,0.893,,,,
933,01/23/24 04:00:00 AM,0.893,,,,
934,01/23/24 06:00:00 AM,0.893,,,,
935,01/23/24 08:00:00 AM,0.893,,,,
936,01/23/24 10:00:00 AM,0.893,,,,
937,01/23/24 12:00:00 PM,0.893,,,,
938,01/23/24 02:00:00 PM,0.893,,,,
939,01/23/24 04:00:00 PM,0.893,,,,
940,01/23/24 06:00:00 PM,0.893,,,,
941,01/23/24 08:00:00 PM,0.893,,,,
942,01/23/24 10:00:00 PM,0.893,,,,
943,01/24/24 12:00:00 AM,0.893,,,,
944,01/24/24 02:00:00 AM,0.893,,,,
945,01/24/24 04:00:00 AM,0.893,,,,
946,01/24/24 06:00:00 AM,0.893,,,,
947,01/24/24 08:00:00 AM,0.893,,,,
948,01/24/24 10:00:00 AM,0.893,,,,
949,01/24/24 12:00:00 PM,0.893,,,,
950,01/24/24 02:00:00 PM,0.893,,,,
951,01/24/24 04:00:00 PM,0.893,,,,
952,01/24/24 06:00:00 PM,0.893,,,,
953,01/24/24 08:00:00 PM,0.893,,,,
954,01/24/24 10:00:00 PM,0.893,,,,
955,01/25/24 12:00:00 AM,0.893,,,,
956,01/25/24 02:00:00 AM,0.893,,,,
957,01/25/24 04:00:00 AM,0.893,,,,
958,01/25/24 06:00:00 AM,0.893,,,,
959,01/25/24 08:00:00 AM,0.893,,,,
960,01/25/24 10:00:00 AM,0.893,,,,
961,01/25/24 12:00:00 PM,0.893,,,,
962,01/25/24 02:00:00 PM,0.893,,,,
963,01/25/24 04:00:00 PM,0.893,,,,
964,01/25/24 06:00:00 PM,0.893,,,,
965,01/25/24 08:00:00 PM,0.893,,,,
966,01/25/24 10:00:00 PM,0.893,,,,
967,01/26/24 12:00:00 AM,0.893,,,,
968,01/26/24 02:00:00 AM,0.893,,,,
969,01/26/24 04:00:00 AM,0.893,,,,
970,01/26/24 06:00:00 AM,0.893,,,,
971,01/26/24 08:00:00 AM,0.893,,,,
972,01/26/24 10:00:00 AM,0.893,,,,
973,01/26/24 12:00:00 PM,0.893,,,,
974,01/26/24 02:00:00 PM,0.893,,,,
975,01/26/24 04:00:00 PM,0.893,,,,
976,01/26/24 06:00:00 PM,0.893,,,,
977,01/26/24 08:00:00 PM,0.893,,,,
978,01/26/24 10:00:00 PM,0.893,,,,
979,01/27/24 12:00:00 AM,0.893,,,,
980,01/27/24 02:00:00 AM,0.893,,,,
981,01/27/24 04:00:00 AM,0.893,,,,
982,01/27/24 06:00:00 AM,0.893,,,,
983,01/27/24 08:00:00 AM,0.893,,,,
984,01/27/24 10:00:00 AM,0.893,,,,
985,01/27/24 12:00:00 PM,0.893,,,,
986,01/27/24 02:00:00 PM,0.893,,,,
987,01/27/24 04:00:00 PM,0.893,,,,
988,01/27/24 06:00:00 PM,0.893,,,,
989,01/27/24 08:00:00 PM,0.893,,,,
990,01/27/24 10:00:00 PM,0.893,,,,
991,01/28/24 12:00:00 AM,0.893,,,,
992,01/28/24 02:00:00 AM,0.893,,,,
993,01/28/24 04:00:00 AM,0.893,,,,
994,01/28/24 06:00:00 AM,0.893,,,,
995,01/28/24 08:00:00 AM,0.893,,,,
996,01/28/24 10:00:00 AM,0.893,,,,
997,01/28/24 12:00:00 PM,0.893,,,,
998,01/28/24 02:00:00 PM,0.893,,,,
999,01/28/24 04:00:00 PM,0.893,,,,
1000,01/28/24 06:00:00 PM,0.893,,,,
1001,01/28/24 08:00:00 PM,0.893,,,,
1002,01/28/24 10:00:00 PM,0.893,,,,
1003,01/29/24 12:00:00 AM,0.893,,,,
1004,01/29/24 02:00:00 AM,0.893,,,,
1005,01/29/24 04:00:00 AM,0.893,,,,
1006,01/29/24 06:00:00 AM,0.893,,,,
1007,01/29/24 08:00:00 AM,0.893,,,,
1008,01/29/24 10:00:00 AM,0.893,,,,
1009,01/29/24 12:00:00 PM,0.893,,,,
1010,01/29/24 02:00:00 PM,0.893,,,,
1011,01/29/24 04:00:00 PM,0.893,,,,
1012,01/29/24 06:00:00 PM,0.893,,,,
1013,01/29/24 08:00:00 PM,0.893,,,,
1014,01/29/24 10:00:00 PM,0.893,,,,
1015,01/30/24 12:00:00 AM,0.893,,,,
1016,01/30/24 02:00:00 AM,0.893,,,,
1017,01/30/24 04:00:00 AM,0.893,,,,
1018,01/30/24 06:00:00 AM,0.893,,,,
1019,01/30/24 08:00:00 AM,0.893,,,,
1020,01/30/24 10:00:00 AM,0.893,,,,
1021,01/30/24 12:00:00 PM,0.893,,,,
1022,01/30/24 02:00:00 PM,0.893,,,,
1023,01/30/24 04:00:00 PM,0.893,,,,
1024,01/30/24 06:00:00 PM,0.893,,,,
1025,01/30/24 08:00:00 PM,0.893,,,,
1026,01/30/24 10:00:00 PM,0.893,,,,
1027,01/31/24 12:00:00 AM,0.893,,,,
1028,01/31/24 02:00:00 AM,0.893,,,,
1029,01/31/24 04:00:00 AM,0.893,,,,
1030,01/31/24 06:00:00 AM,0.893,,,,
1031,01/31/24 08:00:00 AM,0.893,,,,
1032,01/31/24 10:00:00 AM,0.893,,,,
1033,01/31/24 12:00:00 PM,0.893,,,,
1034,01/31/24 02:00:00 PM,0.893,,,,
1035,01/31/24 04:00:00 PM,0.893,,,,
1036,01/31/24 06:00:00 PM,0.893,,,,
1037,01/31/24 08:00:00 PM,0.893,,,,
1038,01/31/24 10:00:00 PM,0.893,,,,
1039,02/01/24 12:00:00 AM,0.893,,,,
1040,02/01/24 02:00:00 AM,0.893,,,,
1041,02/01/24 04:00:00 AM,0.893,,,,
1042,02/01/24 06:00:00 AM,0.893,,,,
1043,02/01/24 08:00:00 AM,0.893,,,,
1044,02/01/24 10:00:00 AM,0.893,,,,
1045,02/01/24 12:00:00 PM,0.893,,,,
1046,02/01/24 02:00:00 PM,0.893,,,,
1047,02/01/24 04:00:00 PM,0.893,,,,
1048,02/01/24 06:00:00 PM,0.893,,,,
1049,02/01/24 08:00:00 PM,0.893,,,,
1050,02/01/24 10:00:00 PM,0.893,,,,
1051,02/02/24 12:00:00 AM,0.893,,,,
1052,02/02/24 02:00:00 AM,0.893,,,,
1053,02/02/24 04:00:00 AM,0.893,,,,
1054,02/02/24 06:00:00 AM,0.893,,,,
1055,02/02/24 08:00:00 AM,0.893,,,,
1056,02/02/24 10:00:00 AM,0.893,,,,
1057,02/02/24 12:00:00 PM,0.893,,,,
1058,02/02/24 02:00:00 PM,0.893,,,,
1059,02/02/24 04:00:00 PM,0.893,,,,
1060,02/02/24 06:00:00 PM,0.893,,,,
1061,02/02/24 08:00:00 PM,0.893,,,,
1062,02/02/24 10:00:00 PM,0.893,,,,
1063,02/03/24 12:00:00 AM,0.893,,,,
1064,02/03/24 02:00:00 AM,0.893,,,,
1065,02/03/24 04:00:00 AM,0.893,,,,
1066,02/03/24 06:00:00 AM,0.893,,,,
1067,02/03/24 08:00:00 AM,0.893,,,,
1068,02/03/24 10:00:00 AM,0.893,,,,
1069,02/03/24 12:00:00 PM,0.893,,,,
1070,02/03/24 02:00:00 PM,0.893,,,,
1071,02/03/24 04:00:00 PM,0.893,,,,
1072,02/03/24 06:00:00 PM,0.893,,,,
1073,02/03/24 08:00:00 PM,0.893,,,,
1074,02/03/24 10:00:00 PM,0.893,,,,
1075,02/04/24 12:00:00 AM,0.893,,,,
1076,02/04/24 02:00:00 AM,0.893,,,,
1077,02/04/24 04:00:00 AM,0.893,,,,
1078,02/04/24 06:00:00 AM,0.893,,,,
1079,02/04/24 08:00:00 AM,0.893,,,,
1080,02/04/24 10:00:00 AM,0.893,,,,
1081,02/04/24 12:00:00 PM,0.893,,,,
1082,02/04/24 02:00:00 PM,0.893,,,,
1083,02/04/24 04:00:00 PM,0.893,,,,
1084,02/04/24 06:00:00 PM,0.893,,,,
1085,02/04/24 08:00:00 PM,0.893,,,,
1086,02/04/24 10:00:00 PM,0.893,,,,
1087,02/05/24 12:00:00 AM,0.893,,,,
1088,02/05/24 02:00:00 AM,0.893,,,,
1089,02/05/24 04:00:00 AM,0.893,,,,
1090,02/05/24 06:00:00 AM,0.893,,,,
1091,02/05/24 08:00:00 AM,0.893,,,,
1092,02/05/24 10:00:00 AM,0.893,,,,
1093,02/05/24 12:00:00 PM,0.893,,,,
1094,02/05/24 02:00:00 PM,0.893,,,,
1095,02/05/24 04:00:00 PM,0.893,,,,
