"Titre de tracé :  21745240"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 21745240, SEN S/N: 21745240, LBL:  Petite Balme 4)","Coupleur détaché (LGR S/N: 21745240)","Coupleur attaché (LGR S/N: 21745240)","Hôte connecté (LGR S/N: 21745240)","Arrêté (LGR S/N: 21745240)","Fin de fichier (LGR S/N: 21745240)"
1861,11/04/24 03:15:14 AM,1.221,,,,,
1862,11/04/24 04:15:14 AM,1.221,,,,,
1863,11/04/24 05:15:14 AM,1.221,,,,,
1864,11/04/24 06:15:14 AM,1.221,,,,,
1865,11/04/24 07:15:14 AM,1.221,,,,,
1866,11/04/24 08:15:14 AM,1.221,,,,,
1867,11/04/24 09:15:14 AM,1.221,,,,,
1868,11/04/24 10:15:14 AM,1.221,,,,,
1869,11/04/24 11:15:14 AM,1.221,,,,,
1870,11/04/24 12:15:14 PM,1.221,,,,,
1871,11/04/24 01:15:14 PM,1.221,,,,,
1872,11/04/24 02:15:14 PM,1.221,,,,,
1873,11/04/24 03:15:14 PM,1.221,,,,,
1874,11/04/24 04:15:14 PM,1.221,,,,,
1875,11/04/24 05:15:14 PM,1.221,,,,,
1876,11/04/24 06:15:14 PM,1.221,,,,,
1877,11/04/24 07:15:14 PM,1.221,,,,,
1878,11/04/24 08:15:14 PM,1.221,,,,,
1879,11/04/24 09:15:14 PM,1.221,,,,,
1880,11/04/24 10:15:14 PM,1.221,,,,,
1881,11/04/24 11:15:14 PM,1.221,,,,,
1882,11/05/24 12:15:14 AM,1.221,,,,,
1883,11/05/24 01:15:14 AM,1.221,,,,,
1884,11/05/24 02:15:14 AM,1.221,,,,,
1885,11/05/24 03:15:14 AM,1.221,,,,,
1886,11/05/24 04:15:14 AM,1.112,,,,,
1887,11/05/24 05:15:14 AM,1.221,,,,,
1888,11/05/24 06:15:14 AM,1.221,,,,,
1889,11/05/24 07:15:14 AM,1.221,,,,,
1890,11/05/24 08:15:14 AM,1.221,,,,,
1891,11/05/24 09:15:14 AM,1.221,,,,,
1892,11/05/24 10:15:14 AM,1.221,,,,,
1893,11/05/24 11:15:14 AM,1.221,,,,,
1894,11/05/24 12:15:14 PM,1.221,,,,,
1895,11/05/24 01:15:14 PM,1.221,,,,,
1896,11/05/24 02:15:14 PM,1.221,,,,,
1897,11/05/24 03:15:14 PM,1.221,,,,,
1898,11/05/24 04:15:14 PM,1.221,,,,,
1899,11/05/24 05:15:14 PM,1.221,,,,,
1900,11/05/24 06:15:14 PM,1.221,,,,,
1901,11/05/24 07:15:14 PM,1.221,,,,,
1902,11/05/24 08:15:14 PM,1.221,,,,,
1903,11/05/24 09:15:14 PM,1.221,,,,,
1904,11/05/24 10:15:14 PM,1.112,,,,,
1905,11/05/24 11:15:14 PM,1.112,,,,,
1906,11/06/24 12:15:14 AM,1.112,,,,,
1907,11/06/24 01:15:14 AM,1.112,,,,,
1908,11/06/24 02:15:14 AM,1.112,,,,,
1909,11/06/24 03:15:14 AM,1.112,,,,,
1910,11/06/24 04:15:14 AM,1.112,,,,,
1911,11/06/24 05:15:14 AM,1.112,,,,,
1912,11/06/24 06:15:14 AM,1.112,,,,,
1913,11/06/24 07:15:14 AM,1.112,,,,,
1914,11/06/24 08:15:14 AM,1.112,,,,,
1915,11/06/24 09:15:14 AM,1.112,,,,,
1916,11/06/24 10:15:14 AM,1.112,,,,,
1917,11/06/24 11:15:14 AM,1.112,,,,,
1918,11/06/24 12:15:14 PM,1.112,,,,,
1919,11/06/24 01:15:14 PM,1.112,,,,,
1920,11/06/24 02:15:14 PM,1.221,,,,,
1921,11/06/24 03:15:14 PM,1.221,,,,,
1922,11/06/24 04:15:14 PM,1.221,,,,,
1923,11/06/24 05:15:14 PM,1.221,,,,,
1924,11/06/24 06:15:14 PM,1.221,,,,,
1925,11/06/24 07:15:14 PM,1.112,,,,,
1926,11/06/24 08:15:14 PM,1.112,,,,,
1927,11/06/24 09:15:14 PM,1.112,,,,,
1928,11/06/24 10:15:14 PM,1.112,,,,,
1929,11/06/24 11:15:14 PM,1.112,,,,,
1930,11/07/24 12:15:14 AM,1.112,,,,,
1931,11/07/24 01:15:14 AM,1.112,,,,,
1932,11/07/24 02:15:14 AM,1.112,,,,,
1933,11/07/24 03:15:14 AM,1.112,,,,,
1934,11/07/24 04:15:14 AM,1.112,,,,,
1935,11/07/24 05:15:14 AM,1.112,,,,,
1936,11/07/24 06:15:14 AM,1.112,,,,,
1937,11/07/24 07:15:14 AM,1.112,,,,,
1938,11/07/24 08:15:14 AM,1.112,,,,,
1939,11/07/24 09:15:14 AM,1.112,,,,,
1940,11/07/24 10:15:14 AM,1.112,,,,,
1941,11/07/24 11:15:14 AM,1.112,,,,,
1942,11/07/24 12:15:14 PM,1.112,,,,,
1943,11/07/24 01:15:14 PM,1.112,,,,,
1944,11/07/24 02:15:14 PM,1.112,,,,,
1945,11/07/24 03:15:14 PM,1.112,,,,,
1946,11/07/24 04:15:14 PM,1.112,,,,,
1947,11/07/24 05:15:14 PM,1.112,,,,,
1948,11/07/24 06:15:14 PM,1.112,,,,,
1949,11/07/24 07:15:14 PM,1.112,,,,,
1950,11/07/24 08:15:14 PM,1.112,,,,,
1951,11/07/24 09:15:14 PM,1.112,,,,,
1952,11/07/24 10:15:14 PM,1.112,,,,,
1953,11/07/24 11:15:14 PM,1.112,,,,,
1954,11/08/24 12:15:14 AM,1.112,,,,,
1955,11/08/24 01:15:14 AM,1.112,,,,,
1956,11/08/24 02:15:14 AM,1.112,,,,,
1957,11/08/24 03:15:14 AM,1.112,,,,,
1958,11/08/24 04:15:14 AM,1.112,,,,,
1959,11/08/24 05:15:14 AM,1.112,,,,,
1960,11/08/24 06:15:14 AM,1.112,,,,,
1961,11/08/24 07:15:14 AM,1.112,,,,,
1962,11/08/24 08:15:14 AM,1.112,,,,,
1963,11/08/24 09:15:14 AM,1.112,,,,,
1964,11/08/24 10:15:14 AM,1.112,,,,,
1965,11/08/24 11:15:14 AM,1.112,,,,,
1966,11/08/24 12:15:14 PM,1.112,,,,,
1967,11/08/24 01:15:14 PM,1.112,,,,,
1968,11/08/24 02:15:14 PM,1.112,,,,,
1969,11/08/24 03:15:14 PM,1.112,,,,,
1970,11/08/24 04:15:14 PM,1.112,,,,,
1971,11/08/24 05:15:14 PM,1.112,,,,,
1972,11/08/24 06:15:14 PM,1.112,,,,,
1973,11/08/24 07:15:14 PM,1.112,,,,,
1974,11/08/24 08:15:14 PM,1.112,,,,,
1975,11/08/24 09:15:14 PM,1.112,,,,,
1976,11/08/24 10:15:14 PM,1.112,,,,,
1977,11/08/24 11:15:14 PM,1.112,,,,,
1978,11/09/24 12:15:14 AM,1.112,,,,,
1979,11/09/24 01:15:14 AM,1.112,,,,,
1980,11/09/24 02:15:14 AM,1.112,,,,,
1981,11/09/24 03:15:14 AM,1.112,,,,,
1982,11/09/24 04:15:14 AM,1.112,,,,,
1983,11/09/24 05:15:14 AM,1.112,,,,,
1984,11/09/24 06:15:14 AM,1.112,,,,,
1985,11/09/24 07:15:14 AM,1.112,,,,,
1986,11/09/24 08:15:14 AM,1.112,,,,,
1987,11/09/24 09:15:14 AM,1.112,,,,,
1988,11/09/24 10:15:14 AM,1.112,,,,,
1989,11/09/24 11:15:14 AM,1.112,,,,,
1990,11/09/24 12:15:14 PM,1.112,,,,,
1991,11/09/24 01:15:14 PM,1.112,,,,,
1992,11/09/24 02:15:14 PM,1.112,,,,,
1993,11/09/24 03:15:14 PM,1.112,,,,,
1994,11/09/24 04:15:14 PM,1.112,,,,,
1995,11/09/24 05:15:14 PM,1.112,,,,,
1996,11/09/24 06:15:14 PM,1.112,,,,,
1997,11/09/24 07:15:14 PM,1.112,,,,,
1998,11/09/24 08:15:14 PM,1.112,,,,,
1999,11/09/24 09:15:14 PM,1.112,,,,,
2000,11/09/24 10:15:14 PM,1.112,,,,,
2001,11/09/24 11:15:14 PM,1.112,,,,,
2002,11/10/24 12:15:14 AM,1.112,,,,,
2003,11/10/24 01:15:14 AM,1.112,,,,,
2004,11/10/24 02:15:14 AM,1.112,,,,,
2005,11/10/24 03:15:14 AM,1.112,,,,,
2006,11/10/24 04:15:14 AM,1.112,,,,,
2007,11/10/24 05:15:14 AM,1.112,,,,,
2008,11/10/24 06:15:14 AM,1.112,,,,,
2009,11/10/24 07:15:14 AM,1.112,,,,,
2010,11/10/24 08:15:14 AM,1.112,,,,,
2011,11/10/24 09:15:14 AM,1.112,,,,,
2012,11/10/24 10:15:14 AM,1.112,,,,,
2013,11/10/24 11:15:14 AM,1.112,,,,,
2014,11/10/24 12:15:14 PM,1.112,,,,,
2015,11/10/24 01:15:14 PM,1.112,,,,,
2016,11/10/24 02:15:14 PM,1.112,,,,,
2017,11/10/24 03:15:14 PM,1.112,,,,,
2018,11/10/24 04:15:14 PM,1.112,,,,,
2019,11/10/24 05:15:14 PM,1.112,,,,,
2020,11/10/24 06:15:14 PM,1.112,,,,,
2021,11/10/24 07:15:14 PM,1.112,,,,,
2022,11/10/24 08:15:14 PM,1.112,,,,,
2023,11/10/24 09:15:14 PM,1.112,,,,,
2024,11/10/24 10:15:14 PM,1.112,,,,,
2025,11/10/24 11:15:14 PM,1.112,,,,,
2026,11/11/24 12:15:14 AM,1.112,,,,,
2027,11/11/24 01:15:14 AM,1.112,,,,,
2028,11/11/24 02:15:14 AM,1.112,,,,,
2029,11/11/24 03:15:14 AM,1.112,,,,,
2030,11/11/24 04:15:14 AM,1.112,,,,,
2031,11/11/24 05:15:14 AM,1.112,,,,,
2032,11/11/24 06:15:14 AM,1.112,,,,,
2033,11/11/24 07:15:14 AM,1.112,,,,,
2034,11/11/24 08:15:14 AM,1.112,,,,,
2035,11/11/24 09:15:14 AM,1.112,,,,,
2036,11/11/24 10:15:14 AM,1.112,,,,,
2037,11/11/24 11:15:14 AM,1.112,,,,,
2038,11/11/24 12:15:14 PM,1.112,,,,,
2039,11/11/24 01:15:14 PM,1.112,,,,,
2040,11/11/24 02:15:14 PM,1.112,,,,,
2041,11/11/24 03:15:14 PM,1.112,,,,,
2042,11/11/24 04:15:14 PM,1.112,,,,,
2043,11/11/24 05:15:14 PM,1.112,,,,,
2044,11/11/24 06:15:14 PM,1.112,,,,,
2045,11/11/24 07:15:14 PM,1.112,,,,,
2046,11/11/24 08:15:14 PM,1.003,,,,,
2047,11/11/24 09:15:14 PM,1.003,,,,,
2048,11/11/24 10:15:14 PM,1.112,,,,,
2049,11/11/24 11:15:14 PM,1.003,,,,,
2050,11/12/24 12:15:14 AM,1.003,,,,,
2051,11/12/24 01:15:14 AM,1.003,,,,,
2052,11/12/24 02:15:14 AM,1.003,,,,,
2053,11/12/24 03:15:14 AM,1.003,,,,,
2054,11/12/24 04:15:14 AM,1.003,,,,,
2055,11/12/24 05:15:14 AM,1.003,,,,,
2056,11/12/24 06:15:14 AM,1.003,,,,,
2057,11/12/24 07:15:14 AM,1.003,,,,,
2058,11/12/24 08:15:14 AM,1.003,,,,,
2059,11/12/24 09:15:14 AM,1.003,,,,,
2060,11/12/24 10:15:14 AM,1.003,,,,,
2061,11/12/24 11:15:14 AM,1.003,,,,,
2062,11/12/24 12:15:14 PM,1.003,,,,,
2063,11/12/24 01:15:14 PM,1.112,,,,,
2064,11/12/24 02:15:14 PM,1.003,,,,,
2065,11/12/24 03:15:14 PM,1.003,,,,,
2066,11/12/24 04:15:14 PM,1.003,,,,,
2067,11/12/24 05:15:14 PM,1.112,,,,,
2068,11/12/24 06:15:14 PM,1.003,,,,,
2069,11/12/24 07:15:14 PM,1.003,,,,,
2070,11/12/24 08:15:14 PM,1.003,,,,,
2071,11/12/24 09:15:14 PM,1.003,,,,,
2072,11/12/24 10:15:14 PM,1.003,,,,,
2073,11/12/24 11:15:14 PM,1.003,,,,,
2074,11/13/24 12:15:14 AM,1.003,,,,,
2075,11/13/24 01:15:14 AM,1.003,,,,,
2076,11/13/24 02:15:14 AM,1.003,,,,,
2077,11/13/24 03:15:14 AM,1.003,,,,,
2078,11/13/24 04:15:14 AM,1.003,,,,,
2079,11/13/24 05:15:14 AM,1.003,,,,,
2080,11/13/24 06:15:14 AM,1.003,,,,,
2081,11/13/24 07:15:14 AM,1.003,,,,,
2082,11/13/24 08:15:14 AM,1.003,,,,,
2083,11/13/24 09:15:14 AM,1.003,,,,,
2084,11/13/24 10:15:14 AM,1.003,,,,,
2085,11/13/24 11:15:14 AM,1.003,,,,,
2086,11/13/24 12:15:14 PM,1.003,,,,,
2087,11/13/24 01:15:14 PM,1.003,,,,,
2088,11/13/24 02:15:14 PM,1.003,,,,,
2089,11/13/24 03:15:14 PM,1.003,,,,,
2090,11/13/24 04:15:14 PM,1.003,,,,,
2091,11/13/24 05:15:14 PM,1.003,,,,,
2092,11/13/24 06:15:14 PM,1.003,,,,,
2093,11/13/24 07:15:14 PM,1.003,,,,,
2094,11/13/24 08:15:14 PM,1.003,,,,,
2095,11/13/24 09:15:14 PM,1.003,,,,,
2096,11/13/24 10:15:14 PM,1.003,,,,,
2097,11/13/24 11:15:14 PM,1.003,,,,,
2098,11/14/24 12:15:14 AM,1.003,,,,,
2099,11/14/24 01:15:14 AM,1.003,,,,,
2100,11/14/24 02:15:14 AM,1.003,,,,,
2101,11/14/24 03:15:14 AM,1.003,,,,,
2102,11/14/24 04:15:14 AM,1.003,,,,,
2103,11/14/24 05:15:14 AM,1.003,,,,,
2104,11/14/24 06:15:14 AM,1.003,,,,,
2105,11/14/24 07:15:14 AM,1.003,,,,,
2106,11/14/24 08:15:14 AM,1.003,,,,,
2107,11/14/24 09:15:14 AM,1.003,,,,,
2108,11/14/24 10:15:14 AM,1.003,,,,,
2109,11/14/24 11:15:14 AM,1.003,,,,,
2110,11/14/24 12:15:14 PM,1.003,,,,,
2111,11/14/24 01:15:14 PM,1.003,,,,,
2112,11/14/24 02:15:14 PM,1.003,,,,,
2113,11/14/24 03:15:14 PM,1.003,,,,,
2114,11/14/24 04:15:14 PM,1.003,,,,,
2115,11/14/24 05:15:14 PM,1.003,,,,,
2116,11/14/24 06:15:14 PM,1.003,,,,,
2117,11/14/24 07:15:14 PM,1.003,,,,,
2118,11/14/24 08:15:14 PM,1.003,,,,,
2119,11/14/24 09:15:14 PM,1.003,,,,,
2120,11/14/24 10:15:14 PM,1.003,,,,,
2121,11/14/24 11:15:14 PM,1.003,,,,,
2122,11/15/24 12:15:14 AM,1.003,,,,,
2123,11/15/24 01:15:14 AM,1.003,,,,,
2124,11/15/24 02:15:14 AM,1.003,,,,,
2125,11/15/24 03:15:14 AM,1.003,,,,,
2126,11/15/24 04:15:14 AM,1.003,,,,,
2127,11/15/24 05:15:14 AM,1.003,,,,,
2128,11/15/24 06:15:14 AM,1.003,,,,,
2129,11/15/24 07:15:14 AM,1.003,,,,,
2130,11/15/24 08:15:14 AM,1.003,,,,,
2131,11/15/24 09:15:14 AM,1.003,,,,,
2132,11/15/24 10:15:14 AM,1.003,,,,,
2133,11/15/24 11:15:14 AM,1.003,,,,,
2134,11/15/24 12:15:14 PM,1.003,,,,,
2135,11/15/24 01:15:14 PM,1.003,,,,,
2136,11/15/24 02:15:14 PM,1.003,,,,,
2137,11/15/24 03:15:14 PM,1.112,,,,,
2138,11/15/24 04:15:14 PM,1.003,,,,,
2139,11/15/24 05:15:14 PM,1.003,,,,,
2140,11/15/24 06:15:14 PM,1.003,,,,,
2141,11/15/24 07:15:14 PM,1.003,,,,,
2142,11/15/24 08:15:14 PM,1.003,,,,,
2143,11/15/24 09:15:14 PM,1.003,,,,,
2144,11/15/24 10:15:14 PM,1.003,,,,,
2145,11/15/24 11:15:14 PM,1.003,,,,,
2146,11/16/24 12:15:14 AM,1.003,,,,,
2147,11/16/24 01:15:14 AM,1.003,,,,,
2148,11/16/24 02:15:14 AM,1.003,,,,,
2149,11/16/24 03:15:14 AM,1.003,,,,,
2150,11/16/24 04:15:14 AM,1.003,,,,,
2151,11/16/24 05:15:14 AM,1.003,,,,,
2152,11/16/24 06:15:14 AM,1.003,,,,,
2153,11/16/24 07:15:14 AM,1.003,,,,,
2154,11/16/24 08:15:14 AM,1.003,,,,,
2155,11/16/24 09:15:14 AM,1.003,,,,,
2156,11/16/24 10:15:14 AM,1.003,,,,,
2157,11/16/24 11:15:14 AM,1.003,,,,,
2158,11/16/24 12:15:14 PM,1.003,,,,,
2159,11/16/24 01:15:14 PM,1.003,,,,,
2160,11/16/24 02:15:14 PM,1.003,,,,,
2161,11/16/24 03:15:14 PM,1.003,,,,,
2162,11/16/24 04:15:14 PM,1.003,,,,,
2163,11/16/24 05:15:14 PM,1.003,,,,,
2164,11/16/24 06:15:14 PM,1.003,,,,,
2165,11/16/24 07:15:14 PM,1.003,,,,,
2166,11/16/24 08:15:14 PM,1.003,,,,,
2167,11/16/24 09:15:14 PM,1.003,,,,,
2168,11/16/24 10:15:14 PM,1.003,,,,,
2169,11/16/24 11:15:14 PM,1.003,,,,,
2170,11/17/24 12:15:14 AM,1.003,,,,,
2171,11/17/24 01:15:14 AM,1.003,,,,,
2172,11/17/24 02:15:14 AM,1.003,,,,,
2173,11/17/24 03:15:14 AM,1.003,,,,,
2174,11/17/24 04:15:14 AM,1.003,,,,,
2175,11/17/24 05:15:14 AM,1.003,,,,,
2176,11/17/24 06:15:14 AM,1.003,,,,,
2177,11/17/24 07:15:14 AM,1.003,,,,,
2178,11/17/24 08:15:14 AM,1.003,,,,,
2179,11/17/24 09:15:14 AM,1.003,,,,,
2180,11/17/24 10:15:14 AM,1.003,,,,,
2181,11/17/24 11:15:14 AM,1.003,,,,,
2182,11/17/24 12:15:14 PM,1.003,,,,,
2183,11/17/24 01:15:14 PM,1.003,,,,,
2184,11/17/24 02:15:14 PM,1.003,,,,,
2185,11/17/24 03:15:14 PM,1.003,,,,,
2186,11/17/24 04:15:14 PM,1.003,,,,,
2187,11/17/24 05:15:14 PM,1.003,,,,,
2188,11/17/24 06:15:14 PM,1.003,,,,,
2189,11/17/24 07:15:14 PM,1.003,,,,,
2190,11/17/24 08:15:14 PM,1.003,,,,,
2191,11/17/24 09:15:14 PM,1.003,,,,,
2192,11/17/24 10:15:14 PM,1.003,,,,,
2193,11/17/24 11:15:14 PM,1.003,,,,,
2194,11/18/24 12:15:14 AM,1.003,,,,,
2195,11/18/24 01:15:14 AM,1.003,,,,,
2196,11/18/24 02:15:14 AM,0.893,,,,,
2197,11/18/24 03:15:14 AM,1.003,,,,,
2198,11/18/24 04:15:14 AM,1.003,,,,,
2199,11/18/24 05:15:14 AM,1.003,,,,,
2200,11/18/24 06:15:14 AM,1.003,,,,,
2201,11/18/24 07:15:14 AM,1.003,,,,,
2202,11/18/24 08:15:14 AM,1.003,,,,,
2203,11/18/24 09:15:14 AM,1.003,,,,,
2204,11/18/24 10:15:14 AM,1.003,,,,,
2205,11/18/24 11:15:14 AM,1.003,,,,,
2206,11/18/24 12:15:14 PM,0.893,,,,,
2207,11/18/24 01:15:14 PM,1.003,,,,,
2208,11/18/24 02:15:14 PM,1.003,,,,,
2209,11/18/24 03:15:14 PM,1.003,,,,,
2210,11/18/24 04:15:14 PM,0.893,,,,,
2211,11/18/24 05:15:14 PM,1.003,,,,,
2212,11/18/24 06:15:14 PM,0.893,,,,,
2213,11/18/24 07:15:14 PM,0.893,,,,,
2214,11/18/24 08:15:14 PM,0.893,,,,,
2215,11/18/24 09:15:14 PM,0.893,,,,,
2216,11/18/24 10:15:14 PM,0.893,,,,,
2217,11/18/24 11:15:14 PM,0.893,,,,,
2218,11/19/24 12:15:14 AM,0.893,,,,,
2219,11/19/24 01:15:14 AM,0.893,,,,,
2220,11/19/24 02:15:14 AM,0.893,,,,,
2221,11/19/24 03:15:14 AM,0.893,,,,,
2222,11/19/24 04:15:14 AM,0.893,,,,,
2223,11/19/24 05:15:14 AM,0.893,,,,,
2224,11/19/24 06:15:14 AM,0.893,,,,,
2225,11/19/24 07:15:14 AM,0.893,,,,,
2226,11/19/24 08:15:14 AM,0.893,,,,,
2227,11/19/24 09:15:14 AM,0.893,,,,,
2228,11/19/24 10:15:14 AM,0.893,,,,,
2229,11/19/24 11:15:14 AM,1.003,,,,,
2230,11/19/24 12:15:14 PM,0.893,,,,,
2231,11/19/24 01:15:14 PM,0.893,,,,,
2232,11/19/24 02:15:14 PM,0.893,,,,,
2233,11/19/24 03:15:14 PM,0.893,,,,,
2234,11/19/24 04:15:14 PM,0.893,,,,,
2235,11/19/24 05:15:14 PM,0.893,,,,,
2236,11/19/24 06:15:14 PM,0.893,,,,,
2237,11/19/24 07:15:14 PM,0.893,,,,,
2238,11/19/24 08:15:14 PM,0.893,,,,,
2239,11/19/24 09:15:14 PM,0.893,,,,,
2240,11/19/24 10:15:14 PM,0.893,,,,,
2241,11/19/24 11:15:14 PM,0.893,,,,,
2242,11/20/24 12:15:14 AM,0.893,,,,,
2243,11/20/24 01:15:14 AM,0.893,,,,,
2244,11/20/24 02:15:14 AM,0.893,,,,,
2245,11/20/24 03:15:14 AM,0.893,,,,,
2246,11/20/24 04:15:14 AM,0.893,,,,,
2247,11/20/24 05:15:14 AM,0.893,,,,,
2248,11/20/24 06:15:14 AM,0.893,,,,,
2249,11/20/24 07:15:14 AM,1.003,,,,,
2250,11/20/24 08:15:14 AM,1.003,,,,,
2251,11/20/24 09:15:14 AM,0.893,,,,,
2252,11/20/24 10:15:14 AM,1.003,,,,,
2253,11/20/24 11:15:14 AM,1.003,,,,,
2254,11/20/24 12:15:14 PM,1.003,,,,,
2255,11/20/24 01:15:14 PM,1.003,,,,,
2256,11/20/24 02:15:14 PM,1.003,,,,,
2257,11/20/24 03:15:14 PM,1.003,,,,,
2258,11/20/24 04:15:14 PM,1.003,,,,,
2259,11/20/24 05:15:14 PM,1.003,,,,,
2260,11/20/24 06:15:14 PM,1.003,,,,,
2261,11/20/24 07:15:14 PM,1.003,,,,,
2262,11/20/24 08:15:14 PM,1.003,,,,,
2263,11/20/24 09:15:14 PM,1.003,,,,,
2264,11/20/24 10:15:14 PM,1.003,,,,,
2265,11/20/24 11:15:14 PM,1.003,,,,,
2266,11/21/24 12:15:14 AM,1.003,,,,,
2267,11/21/24 01:15:14 AM,1.003,,,,,
2268,11/21/24 02:15:14 AM,1.003,,,,,
2269,11/21/24 03:15:14 AM,1.003,,,,,
2270,11/21/24 04:15:14 AM,1.003,,,,,
2271,11/21/24 05:15:14 AM,1.003,,,,,
2272,11/21/24 06:15:14 AM,1.003,,,,,
2273,11/21/24 07:15:14 AM,1.003,,,,,
2274,11/21/24 08:15:14 AM,1.003,,,,,
2275,11/21/24 09:15:14 AM,0.893,,,,,
2276,11/21/24 10:15:14 AM,0.893,,,,,
2277,11/21/24 11:15:14 AM,0.893,,,,,
2278,11/21/24 12:15:14 PM,0.893,,,,,
2279,11/21/24 01:15:14 PM,0.893,,,,,
2280,11/21/24 02:15:14 PM,0.893,,,,,
2281,11/21/24 03:15:14 PM,1.003,,,,,
2282,11/21/24 04:15:14 PM,0.893,,,,,
2283,11/21/24 05:15:14 PM,1.003,,,,,
2284,11/21/24 06:15:14 PM,1.003,,,,,
2285,11/21/24 07:15:14 PM,1.003,,,,,
2286,11/21/24 08:15:14 PM,1.003,,,,,
2287,11/21/24 09:15:14 PM,1.003,,,,,
2288,11/21/24 10:15:14 PM,1.003,,,,,
2289,11/21/24 11:15:14 PM,1.003,,,,,
2290,11/22/24 12:15:14 AM,1.003,,,,,
2291,11/22/24 01:15:14 AM,1.003,,,,,
2292,11/22/24 02:15:14 AM,1.003,,,,,
2293,11/22/24 03:15:14 AM,1.003,,,,,
2294,11/22/24 04:15:14 AM,1.003,,,,,
2295,11/22/24 05:15:14 AM,1.003,,,,,
2296,11/22/24 06:15:14 AM,1.003,,,,,
2297,11/22/24 07:15:14 AM,1.003,,,,,
2298,11/22/24 08:15:14 AM,1.003,,,,,
2299,11/22/24 09:15:14 AM,1.003,,,,,
2300,11/22/24 10:15:14 AM,1.003,,,,,
2301,11/22/24 11:15:14 AM,0.893,,,,,
2302,11/22/24 12:15:14 PM,0.893,,,,,
2303,11/22/24 01:15:14 PM,0.893,,,,,
2304,11/22/24 02:15:14 PM,0.893,,,,,
2305,11/22/24 03:15:14 PM,0.893,,,,,
2306,11/22/24 04:15:14 PM,0.893,,,,,
2307,11/22/24 05:15:14 PM,0.893,,,,,
2308,11/22/24 06:15:14 PM,0.893,,,,,
2309,11/22/24 07:15:14 PM,0.893,,,,,
2310,11/22/24 08:15:14 PM,0.893,,,,,
2311,11/22/24 09:15:14 PM,0.893,,,,,
2312,11/22/24 10:15:14 PM,0.893,,,,,
2313,11/22/24 11:15:14 PM,0.893,,,,,
2314,11/23/24 12:15:14 AM,0.893,,,,,
2315,11/23/24 01:15:14 AM,0.893,,,,,
2316,11/23/24 02:15:14 AM,0.893,,,,,
2317,11/23/24 03:15:14 AM,0.893,,,,,
2318,11/23/24 04:15:14 AM,0.893,,,,,
2319,11/23/24 05:15:14 AM,0.893,,,,,
2320,11/23/24 06:15:14 AM,0.893,,,,,
2321,11/23/24 07:15:14 AM,0.893,,,,,
2322,11/23/24 08:15:14 AM,0.893,,,,,
2323,11/23/24 09:15:14 AM,0.893,,,,,
2324,11/23/24 10:15:14 AM,0.893,,,,,
2325,11/23/24 11:15:14 AM,0.893,,,,,
2326,11/23/24 12:15:14 PM,0.893,,,,,
2327,11/23/24 01:15:14 PM,0.893,,,,,
2328,11/23/24 02:15:14 PM,0.893,,,,,
2329,11/23/24 03:15:14 PM,0.893,,,,,
2330,11/23/24 04:15:14 PM,0.893,,,,,
2331,11/23/24 05:15:14 PM,0.893,,,,,
2332,11/23/24 06:15:14 PM,0.893,,,,,
2333,11/23/24 07:15:14 PM,0.893,,,,,
2334,11/23/24 08:15:14 PM,0.893,,,,,
2335,11/23/24 09:15:14 PM,0.893,,,,,
2336,11/23/24 10:15:14 PM,0.893,,,,,
2337,11/23/24 11:15:14 PM,0.893,,,,,
2338,11/24/24 12:15:14 AM,0.893,,,,,
2339,11/24/24 01:15:14 AM,0.893,,,,,
2340,11/24/24 02:15:14 AM,0.893,,,,,
2341,11/24/24 03:15:14 AM,0.893,,,,,
2342,11/24/24 04:15:14 AM,0.893,,,,,
2343,11/24/24 05:15:14 AM,0.893,,,,,
2344,11/24/24 06:15:14 AM,0.893,,,,,
2345,11/24/24 07:15:14 AM,0.893,,,,,
2346,11/24/24 08:15:14 AM,0.893,,,,,
2347,11/24/24 09:15:14 AM,0.893,,,,,
2348,11/24/24 10:15:14 AM,0.893,,,,,
2349,11/24/24 11:15:14 AM,0.893,,,,,
2350,11/24/24 12:15:14 PM,0.893,,,,,
2351,11/24/24 01:15:14 PM,0.893,,,,,
2352,11/24/24 02:15:14 PM,0.893,,,,,
2353,11/24/24 03:15:14 PM,0.893,,,,,
2354,11/24/24 04:15:14 PM,0.893,,,,,
2355,11/24/24 05:15:14 PM,0.893,,,,,
2356,11/24/24 06:15:14 PM,0.893,,,,,
2357,11/24/24 07:15:14 PM,0.893,,,,,
2358,11/24/24 08:15:14 PM,0.893,,,,,
2359,11/24/24 09:15:14 PM,0.893,,,,,
2360,11/24/24 10:15:14 PM,0.893,,,,,
2361,11/24/24 11:15:14 PM,0.893,,,,,
2362,11/25/24 12:15:14 AM,0.893,,,,,
2363,11/25/24 01:15:14 AM,0.893,,,,,
2364,11/25/24 02:15:14 AM,0.893,,,,,
2365,11/25/24 03:15:14 AM,0.893,,,,,
2366,11/25/24 04:15:14 AM,0.893,,,,,
2367,11/25/24 05:15:14 AM,0.893,,,,,
2368,11/25/24 06:15:14 AM,0.893,,,,,
2369,11/25/24 07:15:14 AM,0.893,,,,,
2370,11/25/24 08:15:14 AM,0.893,,,,,
2371,11/25/24 09:15:14 AM,0.893,,,,,
